,name,address,link,details,n_students,neighborhood,type
9100,OBS Wereldwijs,Baronstraat 11,/basisscholen/landgraaf/6521/obs-wereldwijs/,OpenbaarBasisonderwijs226 leerlingen,226,Landgraaf,Basic School
9101,Basisschool Montessori Landsmeer,Burgemeester Postweg 88,/basisscholen/landsmeer/22817/basisschool-montessori-landsmeer/,Algemeen bijzonderBasisonderwijs219 leerlingenMontessori,219,Landsmeer,Basic School
9102,Basisschool De Hoeksteen,Calkoenstraat 15,/basisscholen/landsmeer/9621/basisschool-de-hoeksteen/,Prot. christelijkBasisonderwijs194 leerlingen,194,Landsmeer,Basic School
9103,Basisschool St.Augustinus,De Gouwe 21,/basisscholen/landsmeer/23832/basisschool-staugustinus/,KatholiekBasisonderwijs214 leerlingen,214,Landsmeer,Basic School
9104,OBS De Wagemakerschool,Poortwachtersweg 1,/basisscholen/landsmeer/10177/obs-de-wagemakerschool/,OpenbaarBasisonderwijs172 leerlingen,172,Landsmeer,Basic School
9105,Openbare Basisschool De Stap,Dr. Martin Luther Kingstraat 2-d,/basisscholen/landsmeer/10180/openbare-basisschool-de-stap/,OpenbaarBasisonderwijs188 leerlingen,188,Landsmeer,Basic School
9106,obs Piet de Springer,Prinsenplein 1,/basisscholen/langbroek/7620/obs-piet-de-springer/,OpenbaarBasisonderwijs91 leerlingen,91,Langbroek,Basic School
9107,School met de Bijbel,Kerkeland 55,/basisscholen/langbroek/8597/school-met-de-bijbel/,Prot. christelijkBasisonderwijs157 leerlingen,157,Langbroek,Basic School
9108,Basisschool 't Stekske,Dominicanenstraat 22,/basisscholen/langenboom/26473/basisschool-t-stekske/,KatholiekBasisonderwijs134 leerlingen,134,Langenboom,Basic School
9109,Mariaschool,Kerklaan 2,/basisscholen/langeveen/11665/mariaschool/,KatholiekBasisonderwijs110 leerlingen,110,Langeveen,Basic School
9110,Skôalle it Aventoer,De Klamp 12,/basisscholen/langezwaag/24797/skoalle-it-aventoer/,OpenbaarBasisonderwijs138 leerlingen,138,Langezwaag,Basic School
9111,Kindcentrum `t Swannestee,Tsjillanleane 32,/basisscholen/langweer/25901/kindcentrum-t-swannestee/,OpenbaarBasisonderwijs78 leerlingen,78,Langweer,Basic School
9112,De Gooische School,Oud Blaricummerweg 21 A,/basisscholen/laren/5077/de-gooische-school/,Algemeen bijzonderBasisonderwijs220 leerlingen,220,Laren,Basic School
9113,De Binckhorst Sint Jan,Eemnesserweg 17,/basisscholen/laren/25238/de-binckhorst-sint-jan/,KatholiekBasisonderwijs395 leerlingen,395,Laren,Basic School
9114,Larense Montessorischool,De Leemkuil 4,/basisscholen/laren/10023/larense-montessorischool/,Algemeen bijzonderBasisonderwijs220 leerlingenMontessori,220,Laren,Basic School
9115,Basisschool De Ploeg,Melkweg 42,/basisscholen/laren/6122/basisschool-de-ploeg/,OpenbaarBasisonderwijs174 leerlingen,174,Laren,Basic School
9116,Prins Willem Alexander School,Verwoldseweg 18,/basisscholen/laren-gelderland/4875/prins-willem-alexander-school/,Prot. christelijkBasisonderwijs123 leerlingen,123,Laren (Gelderland),Basic School
9117,Openbare Daltonbasisschool de Branink,Verwoldseweg 14,/basisscholen/laren-gelderland/7614/openbare-daltonbasisschool-de-branink/,OpenbaarBasisonderwijs210 leerlingenDalton,210,Laren (Gelderland),Basic School
9118,'t Kampke,Ottershagenweg 45,/basisscholen/lattrop-breklenkamp/8302/t-kampke/,KatholiekBasisonderwijs61 leerlingen,61,Lattrop-Breklenkamp,Basic School
9119,Samenlevingsschool De Stapsteen,Oldenoert 23 I,/basisscholen/leek/6701/samenlevingsschool-de-stapsteen/,SamenwerkingBasisonderwijs175 leerlingen,175,Leek,Basic School
9120,cbs Van Panhuys,de Knip 1 C,/basisscholen/leek/6702/cbs-van-panhuys/,Prot. christelijkBasisonderwijs286 leerlingen,286,Leek,Basic School
9121,OBS De Hasselbraam,tijdelijk: Waezenburglaan 51,/basisscholen/leek/25093/obs-de-hasselbraam/,OpenbaarBasisonderwijs164 leerlingen,164,Leek,Basic School
9122,obs De Nijenoert,Nijenoertweg 38 B,/basisscholen/leek/25094/obs-de-nijenoert/,OpenbaarBasisonderwijs276 leerlingen,276,Leek,Basic School
9123,De Springplank - Daltonschool met de Bijbel,Oldenoert 55,/basisscholen/leek/22709/de-springplank-daltonschool-met-de-bijbel/,Prot. christelijkBasisonderwijs187 leerlingenDalton,187,Leek,Basic School
9124,Rooms Katholieke Basisschool De Triangel,Kerkstraat 2,/basisscholen/leende/8925/rooms-katholieke-basisschool-de-triangel/,KatholiekBasisonderwijs248 leerlingen,248,Leende,Basic School
9125,Basisschool Sint Jan,Sint Jan Baptistastraat 1,/basisscholen/leende/5049/basisschool-sint-jan/,KatholiekBasisonderwijs109 leerlingen,109,Leende,Basic School
9126,SWS De Leenstertil,R. Ritzemastraat 2a,/basisscholen/leens/5955/sws-de-leenstertil/,SamenwerkingBasisonderwijs118 leerlingen,118,Leens,Basic School
9127,Basisschool De Handpalm - school met de Bijbel,Prins Bernhardstraat 3,/basisscholen/leens/25467/basisschool-de-handpalm-school-met-de-bijbel/,Prot. christelijkBasisonderwijs63 leerlingen,63,Leens,Basic School
9128,Eben-Haezerschool,Leerbroekseweg 7,/basisscholen/leerbroek/26371/eben-haezerschool/,Prot. christelijkBasisonderwijs180 leerlingen,180,Leerbroek,Basic School
9129,El Boukhari,Populierstraat 2,/basisscholen/leerdam/5022/el-boukhari/,Confessioneel overigBasisonderwijs232 leerlingen,232,Leerdam,Basic School
9130,Johannes Calvijnschool,Buizerdstraat 1,/basisscholen/leerdam/8922/johannes-calvijnschool/,Prot. christelijkBasisonderwijs323 leerlingen,323,Leerdam,Basic School
9131,Basisschool Floris Radewijnsz,Drossaardslaan 64,/basisscholen/leerdam/9706/basisschool-floris-radewijnsz/,KatholiekBasisonderwijs107 leerlingen,107,Leerdam,Basic School
9132,CBS Koningin Wilhelmina,Drossaardslaan 70,/basisscholen/leerdam/6139/cbs-koningin-wilhelmina/,Prot. christelijkBasisonderwijs203 leerlingen,203,Leerdam,Basic School
9133,Christelijke Basisschool Klim Op,Patrimoniumstraat 102,/basisscholen/leerdam/10068/christelijke-basisschool-klim-op/,Prot. christelijkBasisonderwijs163 leerlingen,163,Leerdam,Basic School
9134,Christelijke Basisschool Juliana,Koningin Emmalaan 45,/basisscholen/leerdam/6140/christelijke-basisschool-juliana/,Prot. christelijkBasisonderwijs188 leerlingen,188,Leerdam,Basic School
9135,Kindcentrum Het Kristal/Jenaplanschool De Wilgenhoek,Tiendweg 11A,/basisscholen/leerdam/10812/kindcentrum-het-kristal-jenaplanschool-de-wilgenhoek/,Algemeen bijzonderBasisonderwijs206 leerlingenJenaplan,206,Leerdam,Basic School
9136,OBS De Sterrenkijker - Leerdam,Drossaardslaan 72,/basisscholen/leerdam/6929/obs-de-sterrenkijker-leerdam/,OpenbaarBasisonderwijs101 leerlingen,101,Leerdam,Basic School
9137,Basisschool De Hobbitstee,Prinses Irenelaan 2 A,/basisscholen/leerdam/6932/basisschool-de-hobbitstee/,OpenbaarBasisonderwijs212 leerlingen,212,Leerdam,Basic School
9138,Basisschool Het Mozaiek,Tiendweg 90,/basisscholen/leerdam/6933/basisschool-het-mozaiek/,OpenbaarBasisonderwijs116 leerlingen,116,Leerdam,Basic School
9139,WereldKidz Meander,Dreef 88,/basisscholen/leersum/6413/wereldkidz-meander/,OpenbaarBasisonderwijs103 leerlingenDalton,103,Leersum,Basic School
9140,WereldKidz de Hoogstraat,Hoogstraat 10,/basisscholen/leersum/21811/wereldkidz-de-hoogstraat/,OpenbaarBasisonderwijs140 leerlingen,140,Leersum,Basic School
9141,Protestants Christelijke Basisschool De Schakel,Wethouder De Langelaan 1,/basisscholen/leersum/24330/protestants-christelijke-basisschool-de-schakel/,Prot. christelijkBasisonderwijs178 leerlingen,178,Leersum,Basic School
9142,Christelijke Basisschool De Hoeksteen,Burg van den Boschlaan 22,/basisscholen/leersum/24366/christelijke-basisschool-de-hoeksteen/,Prot. christelijkBasisonderwijs180 leerlingen,180,Leersum,Basic School
9143,Leeuwarder Schoolvereniging,Jelsumerstraat 10,/basisscholen/leeuwarden/9009/leeuwarder-schoolvereniging/,Algemeen bijzonderBasisonderwijs259 leerlingen,259,Leeuwarden,Basic School
9144,Christelijke School voor Speciaal Basisonderwijs Aquamarijn,Brandemeer 35,/basisscholen/leeuwarden/9235/christelijke-school-voor-speciaal-basisonderwijs-aquamarijn/,Prot. christelijkSpeciaal basisonderwijs237 leerlingen,237,Leeuwarden,Basic School
9145,IKC de Sprong,Idzerdastins 63,/basisscholen/leeuwarden/9569/ikc-de-sprong/,KatholiekBasisonderwijs399 leerlingenDalton,399,Leeuwarden,Basic School
9146,IKC Teresa,Wergeasterdyk 58,/basisscholen/leeuwarden/21579/ikc-teresa/,KatholiekBasisonderwijs180 leerlingenIPC,180,Leeuwarden,Basic School
9147,IKC Sint Paulus,Julianalaan 40,/basisscholen/leeuwarden/9571/ikc-sint-paulus/,KatholiekBasisonderwijs199 leerlingenJenaplan,199,Leeuwarden,Basic School
9148,Basisschool Sint Thomas (IKC Sint Thomas),Averkampstraat 10,/basisscholen/leeuwarden/5699/basisschool-sint-thomas-ikc-sint-thomas/,KatholiekBasisonderwijs358 leerlingen,358,Leeuwarden,Basic School
9149,IKC Franciscus,Johan de Walestraat 1,/basisscholen/leeuwarden/23826/ikc-franciscus/,KatholiekBasisonderwijs259 leerlingen,259,Leeuwarden,Basic School
9150,Caleidoscoop,Wilaarderburen 2,/basisscholen/leeuwarden/6207/caleidoscoop/,Algemeen bijzonderSpeciaal onderwijs140 leerlingen,140,Leeuwarden,Basic School
9151,IKC Johan Willem Friso,Carel Fabritiusstraat 21,/basisscholen/leeuwarden/6223/ikc-johan-willem-friso/,Prot. christelijkBasisonderwijs273 leerlingen,273,Leeuwarden,Basic School
9152,Klaverblad HB,Pikemar 17,/basisscholen/leeuwarden/25323/klaverblad-hb/,Prot. christelijkBasisonderwijs129 leerlingen,129,Leeuwarden,Basic School
9153,IKC Willem Alexander,Keizerskroon 86 A,/basisscholen/leeuwarden/6224/ikc-willem-alexander/,Prot. christelijkBasisonderwijs258 leerlingen,258,Leeuwarden,Basic School
9154,IKC Alexia,Idzerdastins 61,/basisscholen/leeuwarden/6225/ikc-alexia/,Prot. christelijkBasisonderwijs243 leerlingen,243,Leeuwarden,Basic School
9155,IKC Prins Constantijn,Willem Sprengerstraat 77,/basisscholen/leeuwarden/6226/ikc-prins-constantijn/,Prot. christelijkBasisonderwijs168 leerlingen,168,Leeuwarden,Basic School
9156,IKC Prins Maurits,Brandemeer 1,/basisscholen/leeuwarden/6227/ikc-prins-maurits/,Prot. christelijkBasisonderwijs197 leerlingen,197,Leeuwarden,Basic School
9157,Albertine Agnesschool,Telemannstraat 13,/basisscholen/leeuwarden/6228/albertine-agnesschool/,Prot. christelijkBasisonderwijs198 leerlingenDalton,198,Leeuwarden,Basic School
9158,IKC Maria Louise,Transvaalstraat 75,/basisscholen/leeuwarden/21745/ikc-maria-louise/,Prot. christelijkBasisonderwijs375 leerlingen,375,Leeuwarden,Basic School
9159,Koningin Beatrixschool,Pieter Feddesstraat 2,/basisscholen/leeuwarden/6230/koningin-beatrixschool/,Prot. christelijkBasisonderwijs190 leerlingen,190,Leeuwarden,Basic School
9160,IKC Maxima,Glinswei 4,/basisscholen/leeuwarden/6231/ikc-maxima/,Prot. christelijkBasisonderwijs338 leerlingen,338,Leeuwarden,Basic School
9161,Openbare Jenaplan Basisschool Oldenije,Sint Anthonystraat 5,/basisscholen/leeuwarden/11180/openbare-jenaplan-basisschool-oldenije/,OpenbaarBasisonderwijs197 leerlingenJenaplan,197,Leeuwarden,Basic School
9162,Talentencampus Eigen Wijs Regulier,Verdistraat 2,/basisscholen/leeuwarden/11181/talentencampus-eigen-wijs-regulier/,OpenbaarBasisonderwijs120 leerlingen,120,Leeuwarden,Basic School
9163,IKC de Weide,Raaigras 28,/basisscholen/leeuwarden/11182/ikc-de-weide/,OpenbaarBasisonderwijs190 leerlingen,190,Leeuwarden,Basic School
9164,IKC Aventurijn,Tjerk Hiddesstraat 5 -1,/basisscholen/leeuwarden/11184/ikc-aventurijn/,OpenbaarBasisonderwijs71 leerlingen,71,Leeuwarden,Basic School
9165,IKC Plataan,Plataanstraat 2,/basisscholen/leeuwarden/25760/ikc-plataan/,OverigeBasisonderwijs147 leerlingenOntwikkelingsgericht Onderwijs,147,Leeuwarden,Basic School
9166,Openbare Basisschool Potmarge,Achter de Hoven 304,/basisscholen/leeuwarden/26080/openbare-basisschool-potmarge/,OpenbaarBasisonderwijs42 leerlingen,42,Leeuwarden,Basic School
9167,IKC Het Palet,Floris Versterstraat 2 B,/basisscholen/leeuwarden/7335/ikc-het-palet/,OpenbaarBasisonderwijs128 leerlingen,128,Leeuwarden,Basic School
9168,IKC Eestroom,Droppingsstraat 2,/basisscholen/leeuwarden/7336/ikc-eestroom/,OpenbaarBasisonderwijs77 leerlingen,77,Leeuwarden,Basic School
9169,IKC Montessori Leeuwarden,Droppingsstraat 4,/basisscholen/leeuwarden/22080/ikc-montessori-leeuwarden/,OpenbaarBasisonderwijs108 leerlingenMontessori,108,Leeuwarden,Basic School
9170,Taalschool,Droppingstraat 2,/basisscholen/leeuwarden/26849/taalschool/,OpenbaarBasisonderwijs74 leerlingen,74,Leeuwarden,Basic School
9171,Openbaar IKC De Vosseburcht,Coornhertstraat 8,/basisscholen/leeuwarden/7337/openbaar-ikc-de-vosseburcht/,OpenbaarBasisonderwijs189 leerlingen,189,Leeuwarden,Basic School
9172,IKC De Wielen,Galamastins 2,/basisscholen/leeuwarden/7338/ikc-de-wielen/,OpenbaarBasisonderwijs193 leerlingen,193,Leeuwarden,Basic School
9173,IKC Trianova,Kingmastate 1,/basisscholen/leeuwarden/22081/ikc-trianova/,OpenbaarBasisonderwijs213 leerlingen,213,Leeuwarden,Basic School
9174,Talentencampus Eigen Wijs SBO,Verdistraat 2,/basisscholen/leeuwarden/7340/talentencampus-eigen-wijs-sbo/,OpenbaarSpeciaal basisonderwijs123 leerlingen,123,Leeuwarden,Basic School
9175,De Wynwizer,Pikemar 17,/basisscholen/leeuwarden/7341/de-wynwizer/,OpenbaarBasisonderwijs272 leerlingen,272,Leeuwarden,Basic School
9176,Kindcentrum de Pionier,Molkenkelder 4 a,/basisscholen/leeuwarden/24668/kindcentrum-de-pionier/,OpenbaarBasisonderwijs339 leerlingen,339,Leeuwarden,Basic School
9177,Basisschool De Princenhof - school met de Bijbel,Prinsessenweg 2,/basisscholen/leeuwarden/22694/basisschool-de-princenhof-school-met-de-bijbel/,Prot. christelijkBasisonderwijs149 leerlingen,149,Leeuwarden,Basic School
9178,Openbaar ZML-School Leeuwarden-Franeker It Twaluk,Haydnstraat 2,/basisscholen/leeuwarden/23227/openbaar-zml-school-leeuwarden-franeker-it-twaluk/,OpenbaarSpeciaal onderwijs93 leerlingen,93,Leeuwarden,Basic School
9179,Michaelschool Leeuwarden,Hercules Seghersstraat 3,/basisscholen/leeuwarden/8392/michaelschool-leeuwarden/,Algemeen bijzonderBasisonderwijs199 leerlingenVrijeschool,199,Leeuwarden,Basic School
9180,Haanstra Basisschool,Rapenburg 129 -131,/basisscholen/leiden/5136/haanstra-basisschool/,Algemeen bijzonderBasisonderwijs237 leerlingen,237,Leiden,Basic School
9181,Islamitische Basisschool Er Riseleh,Stadhouderslaan 1 B,/basisscholen/leiden/26283/islamitische-basisschool-er-riseleh/,Confessioneel overigBasisonderwijs146 leerlingen,146,Leiden,Basic School
9182,SBO De Vlieger,Boerhaavelaan 298,/basisscholen/leiden/22554/sbo-de-vlieger/,Algemeen bijzonderSpeciaal basisonderwijs254 leerlingen,254,Leiden,Basic School
9183,Auris De Weerklank,Robijnstraat 100,/basisscholen/leiden/23838/auris-de-weerklank/,Prot. christelijkSpeciaal onderwijs124 leerlingen,124,Leiden,Basic School
9184,Vrije School Mareland,Maresingel 19,/basisscholen/leiden/6055/vrije-school-mareland/,Algemeen bijzonderBasisonderwijs356 leerlingenVrijeschool,356,Leiden,Basic School
9185,Korte Vlietsch voor ZMLK,Schubertlaan 131,/basisscholen/leiden/11109/korte-vlietsch-voor-zmlk/,Algemeen bijzonderSpeciaal onderwijs102 leerlingen,102,Leiden,Basic School
9186,Mytylschool De Thermiek,Blauwe Vogelweg 1,/basisscholen/leiden/11110/mytylschool-de-thermiek/,Algemeen bijzonderSpeciaal onderwijs180 leerlingen,180,Leiden,Basic School
9187,De Morskring,Damlaan 1,/basisscholen/leiden/7506/de-morskring/,OpenbaarBasisonderwijs399 leerlingen,399,Leiden,Basic School
9188,Montessorischool Apollo,Strausspad 3,/basisscholen/leiden/7507/montessorischool-apollo/,OpenbaarBasisonderwijs125 leerlingenMontessori,125,Leiden,Basic School
9189,Leimundo,Hoflaan 80,/basisscholen/leiden/7508/leimundo/,OpenbaarBasisonderwijs260 leerlingen,260,Leiden,Basic School
9190,Openbare Basisschool De Arcade,Octavialaan 61,/basisscholen/leiden/22116/openbare-basisschool-de-arcade/,OpenbaarBasisonderwijs100 leerlingen,100,Leiden,Basic School
9191,OBS Lucas van Leyden,Vliet 20,/basisscholen/leiden/7509/obs-lucas-van-leyden/,OpenbaarBasisonderwijs436 leerlingen,436,Leiden,Basic School
9192,De Pionier,Houtmarkt 36,/basisscholen/leiden/26102/de-pionier/,OpenbaarBasisonderwijs187 leerlingen,187,Leiden,Basic School
9193,Brede School Merenwijk,Valkenpad 1,/basisscholen/leiden/7510/brede-school-merenwijk/,OpenbaarBasisonderwijs126 leerlingen,126,Leiden,Basic School
9194,OBS De Meerpaal,Broekplein 5,/basisscholen/leiden/11320/obs-de-meerpaal/,OpenbaarBasisonderwijs108 leerlingen,108,Leiden,Basic School
9195,De Dukdalf,Regenboogpad 7,/basisscholen/leiden/11321/de-dukdalf/,OpenbaarBasisonderwijs377 leerlingenJenaplan/Montessori,377,Leiden,Basic School
9196,De Viersprong,Bonaireplein 8,/basisscholen/leiden/7511/de-viersprong/,OpenbaarBasisonderwijs211 leerlingen,211,Leiden,Basic School
9197,De Stevenshof,Antoinette Kleynstraat 4,/basisscholen/leiden/7512/de-stevenshof/,OpenbaarBasisonderwijs290 leerlingen,290,Leiden,Basic School
9198,Lorentzschool,Van Vollenhovenkade 17,/basisscholen/leiden/7513/lorentzschool/,OpenbaarBasisonderwijs744 leerlingen,744,Leiden,Basic School
9199,De Brug,Wassenaarseweg 499,/basisscholen/leiden/7514/de-brug/,OpenbaarSpeciaal onderwijs118 leerlingen,118,Leiden,Basic School
9200,Woutertje Pieterse,Houtlaan 60,/basisscholen/leiden/7515/woutertje-pieterse/,OpenbaarBasisonderwijs393 leerlingen,393,Leiden,Basic School
9201,Anne Frank,Zuster Meijboomstraat 2,/basisscholen/leiden/7516/anne-frank/,OpenbaarBasisonderwijs242 leerlingen,242,Leiden,Basic School
9202,De Springplank,Bonaireplein 4,/basisscholen/leiden/24733/de-springplank/,Prot. christelijkBasisonderwijs234 leerlingen,234,Leiden,Basic School
9203,De Leidse Houtschool,Adriaan Pauwstraat 1,/basisscholen/leiden/24734/de-leidse-houtschool/,Prot. christelijkBasisonderwijs232 leerlingenIPC,232,Leiden,Basic School
9204,International School Leiden,Van Vollenhovenkade 15,/basisscholen/leiden/26834/international-school-leiden/,OverigeBasisonderwijs5 leerlingenIPC,5,Leiden,Basic School
9205,Zijlwijkschool,Schaduwpad 1,/basisscholen/leiden/24860/zijlwijkschool/,Prot. christelijkBasisonderwijs246 leerlingen,246,Leiden,Basic School
9206,Basisschool De Ley,Kiljanpad 2,/basisscholen/leiden/24751/basisschool-de-ley/,Prot. christelijkBasisonderwijs207 leerlingenDalton,207,Leiden,Basic School
9207,Basisschool De Wereldwijzer,Antoinette Kleynstraat 6,/basisscholen/leiden/11725/basisschool-de-wereldwijzer/,Confessioneel overigBasisonderwijs331 leerlingen,331,Leiden,Basic School
9208,R.K. Basisschool de Tweemaster,Broekplein 1,/basisscholen/leiden/7910/rk-basisschool-de-tweemaster/,KatholiekBasisonderwijs267 leerlingenOntwikkelingsgericht Onderwijs,267,Leiden,Basic School
9209,Basisschool St. Joseph,Oppenheimstraat 8,/basisscholen/leiden/7911/basisschool-st-joseph/,KatholiekBasisonderwijs807 leerlingen,807,Leiden,Basic School
9210,De Astronaut,Kennedylaan 1,/basisscholen/leiden/26096/de-astronaut/,KatholiekBasisonderwijs110 leerlingenNieuw / natuurlijk / conceptueel leren,110,Leiden,Basic School
9211,Basisschool Pacelli,Damlaan 22,/basisscholen/leiden/11726/basisschool-pacelli/,KatholiekBasisonderwijs114 leerlingen,114,Leiden,Basic School
9212,De Singel,Bonaireplein 7,/basisscholen/leiden/11727/de-singel/,KatholiekBasisonderwijs191 leerlingen,191,Leiden,Basic School
9213,Eerste Leidse Schoolvereniging,P.C. Hooftlaan 12,/basisscholen/leiden/12394/eerste-leidse-schoolvereniging/,Algemeen bijzonderBasisonderwijs306 leerlingen,306,Leiden,Basic School
9214,"De Bron, basisschool bij de Bijbel",Vronkenlaan 46,/basisscholen/leiderdorp/8263/de-bron-basisschool-bij-de-bijbel/,Prot. christelijkBasisonderwijs58 leerlingen,58,Leiderdorp,Basic School
9215,Willem de Zwijger,Bernhardstraat 1,/basisscholen/leiderdorp/9916/willem-de-zwijger/,Prot. christelijkBasisonderwijs187 leerlingen,187,Leiderdorp,Basic School
9216,Regenboog,Marjoleintuin 58,/basisscholen/leiderdorp/24524/regenboog/,Prot. christelijkBasisonderwijs136 leerlingen,136,Leiderdorp,Basic School
9217,School Kastanjelaan,Kastanjelaan 6,/basisscholen/leiderdorp/9917/school-kastanjelaan/,Prot. christelijkBasisonderwijs229 leerlingen,229,Leiderdorp,Basic School
9218,'t Bolwerk,Klerkenhof 1,/basisscholen/leiderdorp/9918/t-bolwerk/,Prot. christelijkBasisonderwijs178 leerlingen,178,Leiderdorp,Basic School
9219,"Elckerlyc, Montessori- en Internationaal onderwijs",Klimopzoom 41,/basisscholen/leiderdorp/9919/elckerlyc-montessori-en-internationaal-onderwijs/,Algemeen bijzonderBasisonderwijs267 leerlingenMontessori,267,Leiderdorp,Basic School
