,name,address,link,details,n_students,neighborhood,type
4859,Groeneveldschool,Wethouder Receveurlaan 5,/basisscholen/venlo/5749/groeneveldschool/,KatholiekBasisonderwijs264 leerlingen,264,Venlo,Middle School
4860,KleurRijk,Wolweversstraat 1,/basisscholen/venlo/5751/kleurrijk/,KatholiekBasisonderwijs115 leerlingen,115,Venlo,Middle School
4861,School aan de Vijver,Vijverhofstraat 2,/basisscholen/venlo/9637/school-aan-de-vijver/,Prot. christelijkBasisonderwijs274 leerlingen,274,Venlo,Middle School
4862,Willibrordusschool,Gulikstraat 196,/basisscholen/venlo/5752/willibrordusschool/,KatholiekBasisonderwijs212 leerlingen,212,Venlo,Middle School
4863,Talentencampus Venlo SBO,Rijnbeekstraat 8,/basisscholen/venlo/5754/talentencampus-venlo-sbo/,KatholiekSpeciaal basisonderwijs83 leerlingen,83,Venlo,Middle School
4864,Venlose Montessorischool,Craneveldstraat 187,/basisscholen/venlo/5823/venlose-montessorischool/,Algemeen bijzonderBasisonderwijs113 leerlingenMontessori,113,Venlo,Middle School
4865,Rudolf Steiner Educare,Zustersstraat 25,/basisscholen/venlo/9828/rudolf-steiner-educare/,Algemeen bijzonderBasisonderwijs212 leerlingenVrijeschool,212,Venlo,Middle School
4866,OBS Harlekijn,Ganzerikstraat 1,/basisscholen/venlo/6145/obs-harlekijn/,OpenbaarBasisonderwijs314 leerlingen,314,Venlo,Middle School
4867,IKC De Koperwiek,Broekhofstraat 2,/basisscholen/venlo/6150/ikc-de-koperwiek/,OpenbaarBasisonderwijs525 leerlingen,525,Venlo,Middle School
4868,Kindcentrum Ulingshof,Ulingshofweg 26,/basisscholen/venlo/7723/kindcentrum-ulingshof/,Algemeen bijzonderSpeciaal onderwijs110 leerlingen,110,Venlo,Middle School
4869,Talentencampus Venlo SO,Rijnbeekstraat 8,/basisscholen/venlo/11524/talentencampus-venlo-so/,Algemeen bijzonderSpeciaal onderwijs161 leerlingen,161,Venlo,Middle School
4870,Titus Brandsmabasisschool,1e Maasveldstraat 2,/basisscholen/venlo/8329/titus-brandsmabasisschool/,KatholiekBasisonderwijs270 leerlingen,270,Venlo,Middle School
4871,Basisschool De Springbeek,Hoverhofweg 35,/basisscholen/venlo/8331/basisschool-de-springbeek/,KatholiekBasisonderwijs257 leerlingen,257,Venlo,Middle School
4872,Basisschool de Regenboog,Albert Verweystraat 4,/basisscholen/venlo/12032/basisschool-de-regenboog/,KatholiekBasisonderwijs287 leerlingen,287,Venlo,Middle School
4873,BS Natuurlijk!,Vossenerlaan 57,/basisscholen/venlo/8337/bs-natuurlijk/,KatholiekBasisonderwijs374 leerlingen,374,Venlo,Middle School
4874,Basisschool De Klingerberg,Klingerbergsingel 2,/basisscholen/venlo/8338/basisschool-de-klingerberg/,KatholiekBasisonderwijs138 leerlingenOntwikkelingsgericht Onderwijs,138,Venlo,Middle School
4875,Basisschool Mikado,Alberickstraat 5,/basisscholen/venlo/12034/basisschool-mikado/,KatholiekBasisonderwijs265 leerlingen,265,Venlo,Middle School
4876,School voor Speciaal Basisonderwijs De Schans,Albert Verweystraat 4,/basisscholen/venlo/8340/school-voor-speciaal-basisonderwijs-de-schans/,KatholiekSpeciaal basisonderwijs78 leerlingen,78,Venlo,Middle School
4877,de Wijnberg Onderwijsexpertise SO - VSO,Postweg 88,/basisscholen/venlo/12325/de-wijnberg-onderwijsexpertise-so-vso/,OverigeSpeciaal onderwijs66 leerlingen,66,Venlo,Middle School
4878,Montessorischool Venray,Boterbloem 45,/basisscholen/venray/9722/montessorischool-venray/,Algemeen bijzonderBasisonderwijs186 leerlingenMontessori,186,Venray,Middle School
4879,School voor Speciaal Basisonderwijs Focus,Groenewoltsepad 2,/basisscholen/venray/7706/school-voor-speciaal-basisonderwijs-focus/,KatholiekSpeciaal basisonderwijs65 leerlingen,65,Venray,Middle School
4880,Daltonschool de Hommel,Oostsingel 39,/basisscholen/venray/11510/daltonschool-de-hommel/,OverigeBasisonderwijs333 leerlingenDalton,333,Venray,Middle School
4881,Basisschool De Bongerd,Eikenlaan 1,/basisscholen/venray/11512/basisschool-de-bongerd/,KatholiekBasisonderwijs134 leerlingen,134,Venray,Middle School
4882,Basisschool de Krokodaris,Kiosk 13,/basisscholen/venray/7711/basisschool-de-krokodaris/,SamenwerkingBasisonderwijs154 leerlingen,154,Venray,Middle School
4883,Basisschool De Klimboom,Boterbloem 47,/basisscholen/venray/11514/basisschool-de-klimboom/,OpenbaarBasisonderwijs167 leerlingen,167,Venray,Middle School
4884,Basisschool Sint Petrus Banden,Min.Charles Ruysstraat 1,/basisscholen/venray/7712/basisschool-sint-petrus-banden/,KatholiekBasisonderwijs448 leerlingen,448,Venray,Middle School
4885,Basisschool de Keg,Tinnegieterstraat 6,/basisscholen/venray/7713/basisschool-de-keg/,OpenbaarBasisonderwijs191 leerlingenJenaplan,191,Venray,Middle School
4886,Basisschool Coninxhof,Goudsmidstraat 9,/basisscholen/venray/11515/basisschool-coninxhof/,KatholiekBasisonderwijs197 leerlingen,197,Venray,Middle School
4887,Basisschool De Kruudwis,Klaproos 21,/basisscholen/venray/11516/basisschool-de-kruudwis/,KatholiekBasisonderwijs262 leerlingen,262,Venray,Middle School
4888,Spectrum,Groenewoltsepad 2,/basisscholen/venray/23511/spectrum/,Algemeen bijzonderSpeciaal onderwijs39 leerlingen,39,Venray,Middle School
4889,Onderwijsexpertise de Wijnberg SO - VSO,Molenpad 10,/basisscholen/venray/8582/onderwijsexpertise-de-wijnberg-so-vso/,OverigeSpeciaal onderwijs11 leerlingen,11,Venray,Middle School
4890,Basisschool De Ark,Populierstraat 43,/basisscholen/vianen-utrecht/6545/basisschool-de-ark/,Prot. christelijkBasisonderwijs130 leerlingen,130,Vianen (Utrecht),Middle School
4891,Chr School voor Speciaal Basisonderwijs De Brug,Zwanengat 3,/basisscholen/vianen-utrecht/6546/chr-school-voor-speciaal-basisonderwijs-de-brug/,Prot. christelijkSpeciaal basisonderwijs86 leerlingen,86,Vianen (Utrecht),Middle School
4892,Basisschool De Rank,'t Wed 14 -16,/basisscholen/vianen-utrecht/6547/basisschool-de-rank/,Prot. christelijkBasisonderwijs216 leerlingen,216,Vianen (Utrecht),Middle School
4893,Basisschool De Voorhof,De Looch 3,/basisscholen/vianen-utrecht/6548/basisschool-de-voorhof/,Prot. christelijkBasisonderwijs275 leerlingen,275,Vianen (Utrecht),Middle School
4894,Kind Centrum Werelds,Het Slijk 7,/basisscholen/vianen-utrecht/10821/kind-centrum-werelds/,OpenbaarBasisonderwijs224 leerlingenJenaplan,224,Vianen (Utrecht),Middle School
4895,Obs Tijl Uilenspiegel,Grote Geusplein 2,/basisscholen/vianen-utrecht/6935/obs-tijl-uilenspiegel/,OpenbaarBasisonderwijs74 leerlingen,74,Vianen (Utrecht),Middle School
4896,De Wegwijzer,De Looch 13,/basisscholen/vianen-utrecht/8408/de-wegwijzer/,KatholiekBasisonderwijs274 leerlingen,274,Vianen (Utrecht),Middle School
4897,Egbertusschool school voor Basisonderwijs,Achterstraat 30,/basisscholen/vianen-utrecht/8409/egbertusschool-school-voor-basisonderwijs/,KatholiekBasisonderwijs155 leerlingen,155,Vianen (Utrecht),Middle School
4898,Basisschool Sint Jozef,Tuinderslaantje 1 -3,/basisscholen/vinkeveen/5895/basisschool-sint-jozef/,KatholiekBasisonderwijs87 leerlingen,87,Vinkeveen,Middle School
4899,De Pijlstaart,Pijlstaartlaan 7,/basisscholen/vinkeveen/6588/de-pijlstaart/,OpenbaarBasisonderwijs344 leerlingen,344,Vinkeveen,Middle School
4900,PCB de Schakel,Pijlstaartlaan 1,/basisscholen/vinkeveen/12357/pcb-de-schakel/,Prot. christelijkBasisonderwijs162 leerlingen,162,Vinkeveen,Middle School
4901,IKC 't Palet,Gedempte Biersloot 3d,/basisscholen/vlaardingen/4744/ikc-t-palet/,KatholiekBasisonderwijs386 leerlingen,386,Vlaardingen,Middle School
4902,'t Palet Holy,Kraanvogellaan 101,/basisscholen/vlaardingen/21356/t-palet-holy/,KatholiekBasisonderwijs316 leerlingen,316,Vlaardingen,Middle School
4903,KBS De Hoeksteen,Olmendreef 100 -102,/basisscholen/vlaardingen/4747/kbs-de-hoeksteen/,KatholiekBasisonderwijs384 leerlingen,384,Vlaardingen,Middle School
4904,Avonturijn,van Hogendorplaan 1027,/basisscholen/vlaardingen/25605/avonturijn/,Confessioneel overigBasisonderwijs232 leerlingenOntwikkelingsgericht Onderwijs,232,Vlaardingen,Middle School
4905,Het Anker,Kruidenpad 5 -6,/basisscholen/vlaardingen/9934/het-anker/,Prot. christelijkBasisonderwijs279 leerlingen,279,Vlaardingen,Middle School
4906,IKC De Ark,Lissabonweg 8 + Baarnhoeve 4,/basisscholen/vlaardingen/6014/ikc-de-ark/,Prot. christelijkBasisonderwijs388 leerlingen,388,Vlaardingen,Middle School
4907,IKC Ambacht,Chrysantstraat 7,/basisscholen/vlaardingen/9935/ikc-ambacht/,Prot. christelijkBasisonderwijs461 leerlingen,461,Vlaardingen,Middle School
4908,IKC Het Spectrum,Boslaan 1,/basisscholen/vlaardingen/6015/ikc-het-spectrum/,Prot. christelijkBasisonderwijs197 leerlingen,197,Vlaardingen,Middle School
4909,De Schakel,van Boisotstraat 20,/basisscholen/vlaardingen/6016/de-schakel/,Prot. christelijkBasisonderwijs262 leerlingen,262,Vlaardingen,Middle School
4910,IKC De Bavinck,Da Costastraat 26,/basisscholen/vlaardingen/9936/ikc-de-bavinck/,Prot. christelijkBasisonderwijs264 leerlingen,264,Vlaardingen,Middle School
4911,KC Het Visnet,Stationsstraat 117,/basisscholen/vlaardingen/9937/kc-het-visnet/,Prot. christelijkBasisonderwijs163 leerlingen,163,Vlaardingen,Middle School
4912,IKC Van Kampen,Paterstraat 1,/basisscholen/vlaardingen/6017/ikc-van-kampen/,Prot. christelijkBasisonderwijs381 leerlingen,381,Vlaardingen,Middle School
4913,Prins Willem Alexandersch,Gansfoortstraat 1,/basisscholen/vlaardingen/9938/prins-willem-alexandersch/,Prot. christelijkBasisonderwijs541 leerlingen,541,Vlaardingen,Middle School
4914,IKC Erasmus,Huijgensstraat 64,/basisscholen/vlaardingen/6570/ikc-erasmus/,OpenbaarBasisonderwijs127 leerlingen,127,Vlaardingen,Middle School
4915,IKC De Klimboom,Wilhelminastraat 19,/basisscholen/vlaardingen/24085/ikc-de-klimboom/,OpenbaarBasisonderwijs98 leerlingen,98,Vlaardingen,Middle School
4916,de Globe (nieuwkomersonderwijs),Binnensingel 128,/basisscholen/vlaardingen/24086/de-globe-nieuwkomersonderwijs/,OverigeBasisonderwijs119 leerlingen,119,Vlaardingen,Middle School
4917,IKC de Wereldwijzer,Erasmusplein 1,/basisscholen/vlaardingen/6571/ikc-de-wereldwijzer/,OpenbaarBasisonderwijs155 leerlingen,155,Vlaardingen,Middle School
4918,IKC Jan Ligthart,Van Hogendorplaan 1021,/basisscholen/vlaardingen/6572/ikc-jan-ligthart/,OpenbaarBasisonderwijs511 leerlingen,511,Vlaardingen,Middle School
4919,"OBS Holy, locatie OBS de Singel",Kruidenpad 1-2,/basisscholen/vlaardingen/6573/obs-holy-locatie-obs-de-singel/,OpenbaarBasisonderwijs174 leerlingen,174,Vlaardingen,Middle School
4920,IKC Samen Wijs,Roerdompstraat 1,/basisscholen/vlaardingen/21878/ikc-samen-wijs/,OpenbaarBasisonderwijs228 leerlingen,228,Vlaardingen,Middle School
4921,Ericaschool,Delftseveerweg 28,/basisscholen/vlaardingen/10516/ericaschool/,OpenbaarSpeciaal onderwijs107 leerlingen,107,Vlaardingen,Middle School
4922,SBO Kameleon,Reigerlaan 9,/basisscholen/vlaardingen/10517/sbo-kameleon/,OpenbaarSpeciaal basisonderwijs147 leerlingen,147,Vlaardingen,Middle School
4923,het Christal,Pompenburgsingel 30,/basisscholen/vlaardingen/6965/het-christal/,Prot. christelijkBasisonderwijs91 leerlingen,91,Vlaardingen,Middle School
4924,Johannes Calvijnschool,Claudius Civilislaan 30,/basisscholen/vlaardingen/11430/johannes-calvijnschool/,Prot. christelijkBasisonderwijs108 leerlingen,108,Vlaardingen,Middle School
4925,Jenaplanschool Vlaardingen,Van Hogendorplaan 1023,/basisscholen/vlaardingen/11747/jenaplanschool-vlaardingen/,Algemeen bijzonderBasisonderwijs146 leerlingenJenaplan,146,Vlaardingen,Middle School
4926,Willibrordschool,Pastoor Ohllaan 28,/basisscholen/vleuten/8970/willibrordschool/,KatholiekBasisonderwijs746 leerlingen,746,Vleuten,Middle School
4927,Blink (voorheen Twaalfruiter Tuinlanden),Kweektuinlaan 11,/basisscholen/vleuten/8972/blink-voorheen-twaalfruiter-tuinlanden/,KatholiekBasisonderwijs840 leerlingen,840,Vleuten,Middle School
4928,IKC De Fonkeling,Doyenneperenlaan 1,/basisscholen/vleuten/26516/ikc-de-fonkeling/,KatholiekBasisonderwijs416 leerlingen,416,Vleuten,Middle School
4929,OBS Kees Valkenstein,Kortland 23,/basisscholen/vleuten/6151/obs-kees-valkenstein/,OpenbaarBasisonderwijs205 leerlingen,205,Vleuten,Middle School
4930,Kindcentrum Haarzicht,Haarzichtsingel 15,/basisscholen/vleuten/26104/kindcentrum-haarzicht/,OpenbaarBasisonderwijs216 leerlingen,216,Vleuten,Middle School
4931,OBS Vleuterweide,Passiebloemweg 5,/basisscholen/vleuten/6165/obs-vleuterweide/,OpenbaarBasisonderwijs260 leerlingen,260,Vleuten,Middle School
4932,Torenpleinschool,Schoolstraat 7,/basisscholen/vleuten/7989/torenpleinschool/,Prot. christelijkBasisonderwijs361 leerlingen,361,Vleuten,Middle School
4933,P.C. Jenaplanschool Zonnewereld,Teunisbloemlaan 54,/basisscholen/vleuten/8000/pc-jenaplanschool-zonnewereld/,Prot. christelijkBasisonderwijs396 leerlingenJenaplan,396,Vleuten,Middle School
4934,Vrije School Leidsche Rijn,Componistenlaan 8,/basisscholen/vleuten/25832/vrije-school-leidsche-rijn/,Algemeen bijzonderBasisonderwijs199 leerlingen,199,Vleuten,Middle School
4935,SBO De Binnentuin,Binnentuinlaan 6,/basisscholen/vleuten/12075/sbo-de-binnentuin/,KatholiekSpeciaal basisonderwijs183 leerlingen,183,Vleuten,Middle School
4936,Basisschool De Jutter,Lutinelaan 3,/basisscholen/vlieland/26658/basisschool-de-jutter/,OpenbaarBasisonderwijs47 leerlingen,47,Vlieland,Middle School
4937,School der Vlissingse Schoolvereniging,Govert Flincklaan 1,/basisscholen/vlissingen/5229/school-der-vlissingse-schoolvereniging/,Algemeen bijzonderBasisonderwijs213 leerlingen,213,Vlissingen,Middle School
4938,Archipelschool Theo Thijssen,Troelstraweg 471,/basisscholen/vlissingen/22724/archipelschool-theo-thijssen/,OpenbaarBasisonderwijs412 leerlingen,412,Vlissingen,Middle School
4939,Archipelschool De Omnibus,Slangenburg 1 - 3,/basisscholen/vlissingen/22733/archipelschool-de-omnibus/,OpenbaarBasisonderwijs71 leerlingen,71,Vlissingen,Middle School
4940,Archipelschool De Branding,Bouwen Ewoutstraat 51,/basisscholen/vlissingen/22739/archipelschool-de-branding/,OpenbaarBasisonderwijs134 leerlingen,134,Vlissingen,Middle School
4941,Archipelschool Frans Naerebout,Grote Markt 1,/basisscholen/vlissingen/26828/archipelschool-frans-naerebout/,OpenbaarBasisonderwijs81 leerlingen,81,Vlissingen,Middle School
4942,Archipelschool Ravenstein,Pablo Picassoplein 122,/basisscholen/vlissingen/22741/archipelschool-ravenstein/,OpenbaarBasisonderwijs109 leerlingen,109,Vlissingen,Middle School
4943,Het Vlot,Pablo Picassoplein 123,/basisscholen/vlissingen/23303/het-vlot/,SamenwerkingBasisonderwijs131 leerlingenEigen tempo werkwijze,131,Vlissingen,Middle School
4944,Ichtusschool,Waaigat 1,/basisscholen/vlissingen/24896/ichtusschool/,Prot. christelijkBasisonderwijs136 leerlingenNieuw / natuurlijk / conceptueel leren,136,Vlissingen,Middle School
4945,Basisschool Louise de Coligny,Alexander Gogelweg 65,/basisscholen/vlissingen/23344/basisschool-louise-de-coligny/,Prot. christelijkBasisonderwijs192 leerlingen,192,Vlissingen,Middle School
4946,De Wissel,Flamingoweg 53,/basisscholen/vlissingen/23214/de-wissel/,Prot. christelijkBasisonderwijs357 leerlingenOntwikkelingsgericht Onderwijs,357,Vlissingen,Middle School
4947,Graaf Jan van Nassau School voor Basisonderwijs,Van Doornlaan 40,/basisscholen/vlissingen/24350/graaf-jan-van-nassau-school-voor-basisonderwijs/,Prot. christelijkBasisonderwijs137 leerlingen,137,Vlissingen,Middle School
4948,RK Basisschool St. Jozef,Pablo Picassoplein 121,/basisscholen/vlissingen/12117/rk-basisschool-st-jozef/,KatholiekBasisonderwijs165 leerlingen,165,Vlissingen,Middle School
4949,De Aventurijn speciaal basisonderwijs,Willem Tholenstraat 23,/basisscholen/volendam/11922/de-aventurijn-speciaal-basisonderwijs/,KatholiekSpeciaal basisonderwijs85 leerlingenEigen tempo werkwijze,85,Volendam,Middle School
4950,Basisschool de Spinmolen,Christiaan v Abkoudestr 103,/basisscholen/volendam/8117/basisschool-de-spinmolen/,KatholiekBasisonderwijs193 leerlingen,193,Volendam,Middle School
4951,Sint Petrusbasisschool,Schoklandstraat 73,/basisscholen/volendam/11924/sint-petrusbasisschool/,KatholiekBasisonderwijs281 leerlingen,281,Volendam,Middle School
4952,Basisschool de Blokwhere,Oosterom 1,/basisscholen/volendam/8119/basisschool-de-blokwhere/,KatholiekBasisonderwijs238 leerlingen,238,Volendam,Middle School
4953,Sint Jozef Basisschool,C J Conijnstraat 23,/basisscholen/volendam/11925/sint-jozef-basisschool/,KatholiekBasisonderwijs153 leerlingen,153,Volendam,Middle School
4954,De Samensprong,Edammerweg 54,/basisscholen/volendam/11926/de-samensprong/,KatholiekBasisonderwijs393 leerlingen,393,Volendam,Middle School
4955,De Springplank,Leendert Spaanderlaan 30,/basisscholen/volendam/11927/de-springplank/,KatholiekBasisonderwijs216 leerlingen,216,Volendam,Middle School
4956,'t Kofschip,Franekerlaan 23,/basisscholen/volendam/8120/t-kofschip/,KatholiekBasisonderwijs214 leerlingen,214,Volendam,Middle School
4957,Kindcentrum Cascade,Delflandlaan 6,/basisscholen/voorburg/8271/kindcentrum-cascade/,KatholiekBasisonderwijs165 leerlingen,165,Voorburg,Middle School
4958,PCBS De Driemaster,Spinozalaan 175,/basisscholen/voorburg/23522/pcbs-de-driemaster/,Prot. christelijkBasisonderwijs389 leerlingen,389,Voorburg,Middle School
4959,Christelijke Basisschool De Vijverhof,Vijverhof 7,/basisscholen/voorburg/4710/christelijke-basisschool-de-vijverhof/,Prot. christelijkBasisonderwijs232 leerlingen,232,Voorburg,Middle School
4960,Protestants Christelijke Basisschool Groen van Prinsterer,Paradijsstraat 51,/basisscholen/voorburg/8276/protestants-christelijke-basisschool-groen-van-prinsterer/,Prot. christelijkBasisonderwijs346 leerlingen,346,Voorburg,Middle School
4961,Montessorischool Nieuw Vreugd en Rust,Montessoristraat 1,/basisscholen/voorburg/9673/montessorischool-nieuw-vreugd-en-rust/,Algemeen bijzonderBasisonderwijs394 leerlingenMontessori,394,Voorburg,Middle School
4962,Basisschool Essesteijn,Elzendreef 4,/basisscholen/voorburg/6304/basisschool-essesteijn/,Algemeen bijzonderBasisonderwijs461 leerlingen,461,Voorburg,Middle School
4963,KC de Telescoop,Heeswijkstraat 2,/basisscholen/voorburg/10241/kc-de-telescoop/,KatholiekBasisonderwijs275 leerlingen,275,Voorburg,Middle School
4964,Basisschool De Lusthof,Lusthofstraat 7,/basisscholen/voorburg/10242/basisschool-de-lusthof/,KatholiekBasisonderwijs462 leerlingen,462,Voorburg,Middle School
4965,Basisschool St Maartens,Wijkerlaan 10,/basisscholen/voorburg/10243/basisschool-st-maartens/,KatholiekBasisonderwijs336 leerlingen,336,Voorburg,Middle School
4966,Professor Casimirschool,van Deventerlaan 16,/basisscholen/voorburg/6308/professor-casimirschool/,OpenbaarBasisonderwijs235 leerlingen,235,Voorburg,Middle School
4967,De Parachute,Van Lodensteijnstraat 6,/basisscholen/voorburg/10246/de-parachute/,OpenbaarBasisonderwijs182 leerlingen,182,Voorburg,Middle School
4968,Basisschool De Avonturier,Jacoba van Beierenweg 53 d,/basisscholen/voorhout/22547/basisschool-de-avonturier/,Algemeen bijzonderBasisonderwijs159 leerlingen,159,Voorhout,Middle School
4969,Rooms Katholieke Basisschool Andreas,Rembrandtlaan 14,/basisscholen/voorhout/22549/rooms-katholieke-basisschool-andreas/,KatholiekBasisonderwijs274 leerlingen,274,Voorhout,Middle School
4970,Protestants Christelijke Basisschool De Regenboog,Distelweg 60,/basisscholen/voorhout/25166/protestants-christelijke-basisschool-de-regenboog/,Prot. christelijkBasisonderwijs182 leerlingen,182,Voorhout,Middle School
4971,R.K. Basisschool Emmaüs,Bonekruidstraat 11,/basisscholen/voorhout/22551/rk-basisschool-emmaus/,KatholiekBasisonderwijs225 leerlingen,225,Voorhout,Middle School
4972,Openbare Basisschool De Achtbaan,Distelweg 56,/basisscholen/voorhout/6068/openbare-basisschool-de-achtbaan/,OpenbaarBasisonderwijs629 leerlingenDalton,629,Voorhout,Middle School
4973,Kindcentrum de Wiekslag,Tijmstraat 2,/basisscholen/voorst/6663/kindcentrum-de-wiekslag/,OpenbaarBasisonderwijs73 leerlingen,73,Voorst,Middle School
4974,Rooms Katholieke Basisschool Sint Martinus,Deventerweg 18,/basisscholen/voorst/7649/rooms-katholieke-basisschool-sint-martinus/,KatholiekBasisonderwijs68 leerlingenErvaringsgericht Onderwijs,68,Voorst,Middle School
4975,Christelijke Basisschool Sjaloom,Kerkstraat 25,/basisscholen/voorst/7744/christelijke-basisschool-sjaloom/,Prot. christelijkBasisonderwijs89 leerlingen,89,Voorst,Middle School
4976,De Dorpsschool,Kerkstraat 17 a,/basisscholen/vorden/9998/de-dorpsschool/,OpenbaarBasisonderwijs125 leerlingenDalton,125,Vorden,Middle School
4977,Basisschool De Hoge Voorde,Het Hoge 36,/basisscholen/vorden/24703/basisschool-de-hoge-voorde/,SamenwerkingBasisonderwijs222 leerlingen,222,Vorden,Middle School
4978,Basisschool De Kraanvogel,Eikenlaan 22,/basisscholen/vorden/11755/basisschool-de-kraanvogel/,Algemeen bijzonderBasisonderwijs67 leerlingen,67,Vorden,Middle School
4979,Kindcentrum De Holtenhoek,Holtenweg 5,/basisscholen/vries/25190/kindcentrum-de-holtenhoek/,Prot. christelijkBasisonderwijs189 leerlingen,189,Vries,Middle School
4980,De Vijverstee,De Fledders 14,/basisscholen/vries/11187/de-vijverstee/,OpenbaarBasisonderwijs120 leerlingen,120,Vries,Middle School
4981,OBS Weemewereld,Koningshof 8,/basisscholen/vriezenveen/25885/obs-weemewereld/,OpenbaarBasisonderwijs98 leerlingenDalton,98,Vriezenveen,Middle School
4982,Kindcentrum TROTZ!,De Koolmees 57,/basisscholen/vriezenveen/4761/kindcentrum-trotz/,KatholiekBasisonderwijs96 leerlingen,96,Vriezenveen,Middle School
4983,Johannes Bogermanschool,Bouwmeesterstraat 43 A,/basisscholen/vriezenveen/7850/johannes-bogermanschool/,Prot. christelijkBasisonderwijs176 leerlingen,176,Vriezenveen,Middle School
4984,Basisschool de Bron,Molenstraat 2,/basisscholen/vriezenveen/7970/basisschool-de-bron/,Prot. christelijkBasisonderwijs78 leerlingen,78,Vriezenveen,Middle School
4985,Christelijke Basisschool Eltheto,Schoolstraat 9,/basisscholen/vriezenveen/11786/christelijke-basisschool-eltheto/,Prot. christelijkBasisonderwijs260 leerlingen,260,Vriezenveen,Middle School
4986,CBS de Regenboog,De Leeuwerik 1,/basisscholen/vriezenveen/7971/cbs-de-regenboog/,Prot. christelijkBasisonderwijs125 leerlingen,125,Vriezenveen,Middle School
4987,Christelijke Basisschool Rehoboth,Buitenlandweg 1,/basisscholen/vriezenveen/11787/christelijke-basisschool-rehoboth/,Prot. christelijkBasisonderwijs114 leerlingen,114,Vriezenveen,Middle School
4988,Christelijke Basisschool De Polle,Oude Hoevenweg 97,/basisscholen/vriezenveen/7972/christelijke-basisschool-de-polle/,Prot. christelijkBasisonderwijs65 leerlingen,65,Vriezenveen,Middle School
4989,Protestants Christelijke Basisschool Shalom,Zicht 2,/basisscholen/vriezenveen/11788/protestants-christelijke-basisschool-shalom/,Prot. christelijkBasisonderwijs256 leerlingen,256,Vriezenveen,Middle School
4990,Openbare Basisschool De Schakel,Lindenlaan 62,/basisscholen/vroomshoop/25884/openbare-basisschool-de-schakel/,OpenbaarBasisonderwijs77 leerlingen,77,Vroomshoop,Middle School
4991,"SBO de Sleutel, Christelijke school voor speciaal basisonderwijs",Stobbelaan 61,/basisscholen/vroomshoop/7968/sbo-de-sleutel-christelijke-school-voor-speciaal-basisonderwijs/,Prot. christelijkSpeciaal basisonderwijs104 leerlingen,104,Vroomshoop,Middle School
4992,Willibrordusschool,De Seringen 2,/basisscholen/vroomshoop/8018/willibrordusschool/,KatholiekBasisonderwijs101 leerlingen,101,Vroomshoop,Middle School
4993,cbs 't Groeipunt,Stobbelaan 65,/basisscholen/vroomshoop/12405/cbs-t-groeipunt/,Prot. christelijkBasisonderwijs130 leerlingen,130,Vroomshoop,Middle School
4994,Oranjeschool,Oranjestraat 28,/basisscholen/vroomshoop/8645/oranjeschool/,Prot. christelijkBasisonderwijs240 leerlingen,240,Vroomshoop,Middle School
4995,Basisschool Nieuwoord,Klimop 1,/basisscholen/vroomshoop/12406/basisschool-nieuwoord/,Prot. christelijkBasisonderwijs214 leerlingen,214,Vroomshoop,Middle School
4996,Basisschool De Springplank,St.-Elisabethstraat 19,/basisscholen/vught/25987/basisschool-de-springplank/,KatholiekBasisonderwijs222 leerlingen,222,Vught,Middle School
4997,IKC De Avonturier,Lidwinastraat 12 a,/basisscholen/vught/25990/ikc-de-avonturier/,KatholiekBasisonderwijs409 leerlingen,409,Vught,Middle School
4998,RK Basisschool De Schalm,Theresialaan 34,/basisscholen/vught/26009/rk-basisschool-de-schalm/,KatholiekBasisonderwijs413 leerlingenIPC,413,Vught,Middle School
4999,Basisschool Het Molenven,Koninginnelaan 1C,/basisscholen/vught/25988/basisschool-het-molenven/,KatholiekBasisonderwijs268 leerlingenNieuw / natuurlijk / conceptueel leren,268,Vught,Middle School
5000,OBS De Piramide,Van de Pollstraat 2,/basisscholen/vught/10790/obs-de-piramide/,OpenbaarBasisonderwijs316 leerlingen,316,Vught,Middle School
5001,Openbare Jenaplanschool De Lichtstraat,Brabantlaan 73,/basisscholen/vught/6911/openbare-jenaplanschool-de-lichtstraat/,OpenbaarBasisonderwijs247 leerlingenJenaplan,247,Vught,Middle School
5002,OBS De Koningslinde,Koninginnelaan 1B,/basisscholen/vught/25100/obs-de-koningslinde/,OpenbaarBasisonderwijs523 leerlingen,523,Vught,Middle School
5003,Misha de Vries,Lidwinastraat 55,/basisscholen/vught/25821/misha-de-vries/,Algemeen bijzonderBasisonderwijs79 leerlingen,79,Vught,Middle School
5004,Kentalis Talent - afdeling TOS,Helvoirtseweg 189,/basisscholen/vught/23949/kentalis-talent-afdeling-tos/,Algemeen bijzonderSpeciaal onderwijs89 leerlingen,89,Vught,Middle School
5005,Kentalis Talent - afdeling D/SH,Helvoirtseweg 189,/basisscholen/vught/24057/kentalis-talent-afdeling-d-sh/,Algemeen bijzonderSpeciaal onderwijs64 leerlingen,64,Vught,Middle School
5006,Zuiderbos School voor SO en VSO,Carillonlaan 3,/basisscholen/vught/8570/zuiderbos-school-voor-so-en-vso/,Algemeen bijzonderSpeciaal onderwijs74 leerlingen,74,Vught,Middle School
5007,Koningsschool,Burgemeester Van Casterenstraat 41,/basisscholen/waalwijk/25154/koningsschool/,Prot. christelijkBasisonderwijs247 leerlingen,247,Waalwijk,Middle School
